"","ACH_M3","ACH_P6","SOC","GENDER","ID","SID","PID"
"664",4,106,31,"Female",664,"6","24"
"665",10,115,20,"Female",665,"6","24"
"666",10,112,0,"Female",666,"6","24"
"667",10,116,20,"Male",667,"6","24"
"668",10,115,20,"Female",668,"6","24"
"669",5,96,0,"Female",669,"6","24"
"670",9,116,20,"Male",670,"6","24"
"671",9,105,0,"Male",671,"6","24"
"672",9,105,20,"Male",672,"6","24"
"673",10,111,31,"Female",673,"6","24"
"674",10,121,31,"Male",674,"6","24"
"675",9,107,0,"Male",675,"6","24"
"676",3,112,31,"Male",676,"6","24"
"677",10,130,20,"Female",677,"6","24"
"678",2,98,20,"Male",678,"6","24"
"679",8,100,0,"Male",679,"6","24"
"680",10,109,20,"Male",680,"6","24"
"681",2,93,31,"Female",681,"6","24"
"682",5,108,31,"Male",682,"6","24"
"683",10,99,20,"Female",683,"6","24"
"684",3,98,31,"Male",684,"6","24"
"685",4,91,20,"Female",685,"6","24"
"686",10,113,20,"Female",686,"6","24"
"687",9,120,20,"Male",687,"6","24"
"688",6,107,0,"Female",688,"5","24"
"689",8,124,0,"Female",689,"6","24"
"690",10,100,31,"Male",690,"6","24"
"691",10,99,0,"Male",691,"6","24"
"692",5,98,0,"Female",692,"6","24"
"693",7,111,0,"Female",693,"6","24"
"694",10,105,31,"Female",694,"6","24"
"695",4,91,20,"Male",695,"6","24"
"696",8,103,20,"Male",696,"6","24"
"697",8,106,31,"Female",697,"6","24"
"698",10,115,20,"Male",698,"6","24"
"699",10,110,31,"Male",699,"6","24"
"700",6,93,0,"Male",700,"6","24"
"701",9,116,0,"Female",701,"6","24"
"702",4,116,0,"Male",702,"6","24"
"703",3,99,0,"Female",703,"6","24"
"704",9,113,20,"Female",704,"6","24"
"705",3,71,0,"Male",705,"6","24"
"706",6,100,0,"Male",706,"6","24"
"707",10,115,20,"Female",707,"6","24"
"708",3,90,31,"Male",708,"4","24"
"709",9,111,20,"Female",709,"6","24"
"710",10,102,1,"Female",710,"6","24"
"711",4,90,0,"Male",711,"6","24"
"712",6,108,20,"Female",712,"6","24"
"713",8,116,20,"Female",713,"6","24"
"714",5,102,31,"Male",714,"6","24"
"715",10,110,20,"Female",715,"6","24"
"716",10,112,0,"Male",716,"6","24"
"717",9,115,0,"Female",717,"6","25"
"718",8,99,31,"Female",718,"6","25"
"719",3,102,0,"Female",719,"6","25"
"720",10,117,20,"Female",720,"5","25"
"721",3,91,20,"Male",721,"6","25"
"722",9,110,0,"Male",722,"6","25"
"723",9,98,0,"Female",723,"6","25"
"724",10,123,1,"Female",724,"6","25"
"725",7,96,31,"Female",725,"5","25"
"726",6,92,20,"Male",726,"6","25"
"727",2,75,20,"Male",727,"6","25"
"728",5,106,0,"Female",728,"6","25"
"729",5,98,0,"Male",729,"6","25"
"730",7,104,0,"Female",730,"6","25"
"731",3,93,0,"Female",731,"6","25"
"732",8,102,0,"Female",732,"6","25"
"733",10,115,0,"Male",733,"6","25"
"734",8,103,0,"Male",734,"6","25"
"735",4,94,0,"Female",735,"6","25"
"736",6,101,20,"Male",736,"6","25"
"737",10,121,0,"Female",737,"5","25"
"738",4,93,0,"Female",738,"6","25"
"739",3,95,0,"Male",739,"5","25"
"740",9,108,0,"Female",740,"6","25"
"741",10,120,31,"Female",741,"6","25"
"742",10,121,0,"Female",742,"5","25"
"743",3,90,31,"Male",743,"5","25"
"744",3,89,0,"Male",744,"6","25"
"745",7,95,20,"Female",745,"6","25"
"746",5,95,20,"Male",746,"6","25"
"747",7,94,0,"Male",747,"5","25"
"748",6,96,0,"Female",748,"6","25"
"749",3,99,0,"Male",749,"6","25"
"750",10,120,0,"Female",750,"6","25"
"751",10,109,0,"Female",751,"6","25"
"752",9,113,0,"Male",752,"6","25"
"753",2,70,0,"Female",753,"5","25"
"754",2,86,31,"Male",754,"5","25"
"755",3,96,0,"Female",755,"6","25"
"756",6,95,0,"Female",756,"6","25"
"757",8,117,31,"Male",757,"5","25"
"758",2,84,0,"Male",758,"5","25"
"759",10,106,20,"Female",759,"6","25"
"760",4,91,0,"Female",760,"6","25"
"761",2,100,0,"Male",761,"6","25"
"762",10,104,0,"Male",762,"6","25"
"763",8,111,31,"Female",763,"5","26"
"764",7,96,0,"Male",764,"5","26"
"765",2,95,0,"Male",765,"5","26"
"766",2,73,0,"Male",766,"5","26"
"767",9,116,0,"Female",767,"5","26"
"768",10,112,1,"Male",768,"5","26"
"769",10,118,20,"Female",769,"5","26"
"770",2,88,0,"Female",770,"5","26"
"771",9,113,20,"Male",771,"5","26"
"772",9,118,0,"Male",772,"5","26"
"773",3,94,0,"Female",773,"5","26"
"774",10,110,20,"Female",774,"5","26"
"775",2,70,0,"Male",775,"5","26"
"776",9,119,1,"Female",776,"5","26"
"777",5,104,0,"Female",777,"5","26"
"778",4,107,0,"Male",778,"5","26"
"779",8,106,0,"Male",779,"5","26"
"780",3,83,0,"Male",780,"5","26"
"781",7,116,31,"Male",781,"5","26"
"782",2,70,0,"Male",782,"5","26"
"783",5,84,0,"Female",783,"5","26"
"784",3,92,20,"Male",784,"5","26"
"785",9,99,20,"Male",785,"5","26"
"786",7,91,0,"Female",786,"5","26"
"787",7,95,20,"Male",787,"5","26"
"788",2,95,0,"Male",788,"5","26"
"789",3,103,31,"Male",789,"5","26"
"790",8,94,20,"Male",790,"5","26"
"791",10,104,20,"Male",791,"5","26"
"792",8,101,0,"Female",792,"5","26"
"793",2,72,20,"Female",793,"6","27"
"794",10,109,0,"Male",794,"6","27"
"795",4,102,0,"Female",795,"6","27"
"796",2,90,0,"Female",796,"6","27"
"797",2,91,0,"Male",797,"6","27"
"798",9,113,0,"Female",798,"6","27"
"799",3,89,0,"Male",799,"6","27"
"800",10,119,1,"Male",800,"6","27"
"801",10,102,0,"Male",801,"6","27"
"802",2,76,20,"Male",802,"6","27"
"803",10,95,0,"Male",803,"6","27"
"804",5,93,0,"Female",804,"6","27"
"805",2,98,0,"Male",805,"6","27"
"806",2,83,0,"Male",806,"6","27"
"807",2,70,0,"Female",807,"6","27"
"808",2,80,0,"Male",808,"6","27"
"809",3,92,0,"Female",809,"6","27"
"810",5,94,0,"Female",810,"6","27"
"811",3,98,0,"Female",811,"8","27"
"812",2,77,0,"Female",812,"6","27"
"813",2,92,0,"Male",813,"6","27"
"814",4,93,0,"Female",814,"5","27"
"815",10,106,20,"Female",815,"6","27"
"816",2,79,0,"Male",816,"6","27"
"817",10,116,0,"Male",817,"6","27"
"818",2,85,0,"Male",818,"6","27"
"819",4,102,0,"Female",819,"5","27"
"820",10,111,20,"Female",820,"6","27"
"821",5,89,0,"Male",821,"6","27"
"822",6,103,0,"Female",822,"6","27"
"823",8,104,0,"Female",823,"6","27"
"824",7,91,0,"Male",824,"6","27"
"825",4,107,0,"Female",825,"6","27"
"826",10,121,0,"Female",826,"6","27"
"827",4,78,0,"Male",827,"6","27"
"828",10,108,0,"Female",828,"6","27"
"829",5,81,20,"Male",829,"6","27"
"830",5,100,0,"Female",830,"6","27"
"831",10,101,20,"Female",831,"6","27"
"832",7,118,0,"Female",832,"6","27"
"833",2,89,0,"Male",833,"6","27"
"834",2,74,0,"Male",834,"6","27"
"835",2,70,0,"Male",835,"6","27"
"836",2,89,0,"Female",836,"6","27"
"837",6,103,0,"Female",837,"6","27"
"838",2,94,20,"Male",838,"6","27"
"839",10,109,0,"Female",839,"6","28"
"840",9,93,0,"Female",840,"6","28"
"841",10,114,1,"Male",841,"6","28"
"842",10,92,0,"Female",842,"6","28"
"843",7,93,1,"Male",843,"6","28"
"844",6,94,0,"Female",844,"8","28"
"845",2,90,0,"Male",845,"8","28"
"846",2,83,0,"Female",846,"6","28"
"847",10,106,20,"Female",847,"6","28"
"848",3,91,0,"Male",848,"6","28"
"849",2,89,0,"Male",849,"6","28"
"850",2,76,0,"Female",850,"8","28"
"851",10,104,20,"Male",851,"6","28"
"852",4,95,0,"Male",852,"5","28"
"853",2,75,0,"Male",853,"7","28"
"854",5,110,0,"Female",854,"6","28"
"855",2,82,0,"Male",855,"6","28"
"856",10,127,0,"Female",856,"6","28"
"857",3,88,0,"Male",857,"6","28"
"858",2,82,0,"Female",858,"8","28"
"859",10,113,31,"Male",859,"6","28"
"860",2,90,20,"Male",860,"5","28"
"861",2,70,0,"Female",861,"8","29"
"862",4,99,0,"Male",862,"8","29"
"863",2,89,0,"Male",863,"8","29"
"864",2,72,0,"Female",864,"6","29"
"865",4,91,0,"Female",865,"8","29"
"866",2,81,0,"Female",866,"8","29"
"867",2,75,0,"Female",867,"6","29"
"868",2,75,0,"Female",868,"8","29"
"869",4,100,0,"Male",869,"6","29"
"870",2,76,0,"Male",870,"8","29"
"871",5,93,20,"Male",871,"6","29"
"872",3,88,0,"Female",872,"8","29"
"873",9,106,0,"Female",873,"8","29"
"874",9,104,20,"Male",874,"8","29"
"875",1,70,0,"Female",875,"8","29"
"876",3,99,0,"Male",876,"8","29"
"877",6,103,0,"Male",877,"8","29"
"878",6,94,0,"Female",878,"8","29"
"879",4,73,0,"Female",879,"8","29"
"880",3,94,0,"Male",880,"8","29"
"881",4,85,0,"Male",881,"8","29"
"882",2,88,0,"Male",882,"8","29"
"883",9,108,31,"Female",883,"8","29"
"884",4,90,0,"Female",884,"8","29"
"885",10,111,0,"Male",885,"8","29"
"886",4,85,0,"Male",886,"8","29"
"887",5,91,0,"Female",887,"8","29"
"888",2,77,0,"Male",888,"8","29"
"889",5,95,0,"Female",889,"8","29"
"890",2,100,0,"Female",890,"8","29"
"891",3,99,0,"Male",891,"8","29"
"892",10,110,0,"Female",892,"8","29"
"893",10,113,0,"Female",893,"8","29"
"894",2,83,0,"Male",894,"8","29"
"895",2,83,20,"Male",895,"8","29"
"896",2,80,0,"Male",896,"8","29"
"897",2,77,0,"Male",897,"8","29"
"898",4,90,0,"Female",898,"8","29"
"899",2,88,0,"Male",899,"8","29"
"900",2,79,0,"Male",900,"8","29"
"901",7,95,20,"Female",901,"8","29"
"902",2,70,0,"Female",902,"8","29"
"903",2,70,0,"Female",903,"8","29"
"904",10,107,20,"Male",904,"7","30"
"905",7,101,20,"Female",905,"1","30"
"906",9,106,0,"Female",906,"7","30"
"907",8,100,1,"Female",907,"7","30"
"908",10,109,0,"Male",908,"7","30"
"909",2,75,0,"Male",909,"7","30"
"910",2,84,0,"Female",910,"7","30"
"911",6,99,0,"Male",911,"7","30"
"912",5,96,0,"Female",912,"7","30"
"913",3,89,0,"Female",913,"7","30"
"914",3,114,0,"Male",914,"7","30"
"915",6,95,0,"Female",915,"7","30"
"916",2,89,0,"Female",916,"7","30"
"917",2,101,0,"Female",917,"7","30"
"918",4,92,0,"Female",918,"7","30"
"919",2,84,0,"Female",919,"7","30"
"920",10,95,20,"Male",920,"7","30"
"921",6,99,0,"Male",921,"7","30"
"922",2,92,0,"Female",922,"7","30"
"923",9,95,0,"Female",923,"7","30"
"924",7,106,0,"Male",924,"7","30"
"925",6,94,20,"Female",925,"7","30"
"926",2,90,20,"Female",926,"7","30"
"927",2,81,0,"Male",927,"7","30"
"928",9,118,31,"Female",928,"7","30"
"929",3,86,0,"Male",929,"7","30"
"930",4,110,20,"Female",930,"7","30"
"931",10,108,31,"Male",931,"7","30"
"932",8,101,31,"Male",932,"7","30"
"933",9,104,20,"Female",933,"7","30"
"934",5,103,0,"Male",934,"7","30"
"935",10,120,31,"Female",935,"7","30"
"936",2,90,0,"Male",936,"7","30"
"937",7,94,1,"Female",937,"8","31"
"938",10,105,0,"Female",938,"8","31"
"939",5,99,20,"Female",939,"8","31"
"940",3,102,0,"Female",940,"8","31"
"941",5,104,0,"Female",941,"5","31"
"942",2,82,0,"Male",942,"8","31"
"943",5,92,0,"Female",943,"8","31"
"944",7,101,0,"Female",944,"8","31"
"945",7,103,0,"Female",945,"8","31"
"946",3,96,0,"Female",946,"8","31"
"947",2,103,20,"Male",947,"8","31"
"948",2,84,0,"Male",948,"8","31"
"949",10,104,0,"Female",949,"8","31"
"950",2,88,0,"Male",950,"8","31"
"951",3,86,0,"Female",951,"8","31"
"952",2,76,0,"Male",952,"8","31"
"953",8,102,0,"Male",953,"8","31"
"954",2,76,0,"Female",954,"8","31"
"955",5,100,0,"Male",955,"8","31"
"956",10,108,0,"Male",956,"8","31"
"957",10,109,0,"Male",957,"8","31"
"958",9,107,20,"Female",958,"8","31"
"959",7,107,0,"Female",959,"8","31"
"960",10,112,0,"Female",960,"8","31"
"961",7,104,0,"Female",961,"8","31"
"962",5,95,0,"Female",962,"8","31"
"963",8,105,0,"Male",963,"8","31"
"964",2,89,0,"Female",964,"8","31"
"965",10,121,0,"Male",965,"8","31"
"966",4,85,0,"Female",966,"8","31"
"967",7,91,20,"Female",967,"8","31"
"968",2,77,0,"Female",968,"8","31"
"969",3,85,0,"Female",969,"8","31"
"970",5,86,20,"Female",970,"8","31"
"971",8,112,0,"Female",971,"8","31"
"972",7,108,0,"Female",972,"8","31"
"973",7,104,0,"Female",973,"8","31"
"974",6,91,0,"Female",974,"8","31"
"975",10,122,31,"Female",975,"10","31"
"976",10,130,20,"Female",976,"8","31"
"977",4,88,0,"Female",977,"8","31"
"978",9,112,0,"Female",978,"6","32"
"979",3,85,0,"Female",979,"6","32"
"980",7,92,0,"Male",980,"6","32"
"981",4,94,0,"Female",981,"6","32"
"982",5,99,0,"Female",982,"6","32"
"983",3,103,0,"Male",983,"6","32"
"984",9,105,0,"Female",984,"6","32"
"985",5,88,0,"Female",985,"6","32"
"986",7,115,0,"Female",986,"6","32"
"987",3,86,0,"Female",987,"6","32"
"988",2,92,0,"Male",988,"6","32"
"989",3,89,20,"Female",989,"6","32"
"990",6,102,31,"Male",990,"6","32"
"991",2,91,0,"Female",991,"6","32"
"992",3,85,0,"Male",992,"6","32"
"993",4,89,0,"Male",993,"6","32"
"994",2,88,0,"Male",994,"19","32"
"995",4,91,0,"Female",995,"6","32"
"996",9,107,20,"Male",996,"6","32"
"997",6,103,0,"Female",997,"6","32"
"998",3,107,20,"Male",998,"6","32"
"999",7,89,0,"Female",999,"6","32"
"1000",8,108,20,"Male",1000,"6","32"
"1001",2,90,0,"Female",1001,"6","32"
"1002",2,83,0,"Male",1002,"6","32"
"1003",10,124,0,"Male",1003,"6","32"
"1004",3,98,0,"Male",1004,"6","32"
"1005",9,113,0,"Female",1005,"6","32"
"1006",2,88,20,"Female",1006,"6","32"
"1007",3,80,0,"Male",1007,"6","32"
"1008",4,81,0,"Male",1008,"6","32"
"1009",3,90,0,"Male",1009,"6","32"
"1010",3,93,20,"Male",1010,"8","32"
"1011",3,84,0,"Female",1011,"6","32"
"1012",2,82,0,"Male",1012,"6","32"
"1013",2,85,31,"Male",1013,"6","32"
"1014",2,88,0,"Female",1014,"6","32"
"1015",10,99,0,"Male",1015,"6","32"
"1016",2,74,0,"Male",1016,"6","32"
"1017",10,113,31,"Female",1017,"7","32"
"1018",2,76,0,"Male",1018,"6","32"
"1019",10,115,20,"Male",1019,"6","32"
"1020",3,88,0,"Male",1020,"6","32"
"1021",2,85,0,"Male",1021,"7","32"
"1022",10,111,20,"Female",1022,"6","32"
"1023",10,116,0,"Male",1023,"6","32"
"1024",6,84,0,"Male",1024,"6","32"
"1025",2,93,0,"Male",1025,"6","32"
"1026",5,99,0,"Male",1026,"6","32"
"1027",9,110,0,"Female",1027,"6","32"
"1028",8,110,20,"Female",1028,"6","32"
"1029",2,85,0,"Male",1029,"6","32"
"1030",6,105,0,"Female",1030,"6","32"
"1031",5,103,0,"Female",1031,"6","32"
"1032",4,90,31,"Female",1032,"6","32"
"1033",3,104,0,"Female",1033,"6","32"
"1034",2,75,0,"Male",1034,"6","32"
"1035",2,84,1,"Male",1035,"5","32"
"1036",10,105,0,"Female",1036,"6","33"
"1037",2,80,31,"Female",1037,"6","33"
"1038",6,101,0,"Male",1038,"6","33"
"1039",2,99,0,"Female",1039,"6","33"
"1040",10,102,20,"Male",1040,"6","33"
"1041",6,104,0,"Male",1041,"6","33"
"1042",7,106,0,"Male",1042,"6","33"
"1043",3,90,0,"Male",1043,"6","33"
"1044",3,98,0,"Female",1044,"6","33"
"1045",10,98,0,"Female",1045,"6","33"
"1046",3,106,0,"Female",1046,"5","33"
"1047",3,96,0,"Female",1047,"8","33"
"1048",9,104,0,"Female",1048,"6","33"
"1049",3,77,0,"Male",1049,"6","33"
"1050",2,91,0,"Female",1050,"6","33"
"1051",6,92,0,"Female",1051,"6","33"
"1052",5,88,31,"Male",1052,"6","33"
"1053",3,104,0,"Female",1053,"6","33"
"1054",2,81,0,"Male",1054,"6","33"
"1055",5,80,0,"Male",1055,"6","33"
"1056",2,76,0,"Male",1056,"6","33"
"1057",4,85,31,"Male",1057,"6","33"
"1058",2,102,0,"Male",1058,"6","33"
"1059",5,93,0,"Female",1059,"6","33"
"1060",8,104,0,"Female",1060,"6","33"
"1061",2,83,0,"Male",1061,"6","33"
"1062",4,81,0,"Female",1062,"6","33"
"1063",2,73,0,"Male",1063,"6","33"
"1064",2,90,0,"Male",1064,"6","33"
"1065",2,86,31,"Male",1065,"6","33"
"1066",4,92,0,"Female",1066,"6","33"
"1067",3,84,0,"Female",1067,"6","33"
"1068",8,114,0,"Female",1068,"6","33"
"1069",2,80,0,"Female",1069,"6","33"
"1070",2,77,0,"Male",1070,"8","34"
"1071",2,70,0,"Male",1071,"3","34"
"1072",10,110,20,"Male",1072,"5","34"
"1073",3,89,0,"Male",1073,"5","34"
"1074",4,112,0,"Female",1074,"5","34"
"1075",2,70,0,"Female",1075,"5","34"
"1076",10,116,20,"Female",1076,"5","34"
"1077",10,111,20,"Male",1077,"5","34"
"1078",10,109,20,"Female",1078,"5","34"
"1079",5,98,0,"Male",1079,"5","34"
"1080",10,114,1,"Male",1080,"5","34"
"1081",8,83,1,"Female",1081,"5","34"
"1082",2,88,0,"Male",1082,"5","34"
"1083",2,105,0,"Male",1083,"5","34"
"1084",9,100,20,"Male",1084,"5","34"
"1085",8,102,0,"Female",1085,"5","34"
"1086",2,88,0,"Female",1086,"5","34"
"1087",6,98,0,"Female",1087,"5","34"
"1088",6,103,20,"Female",1088,"5","34"
"1089",10,103,20,"Female",1089,"5","34"
"1090",8,114,1,"Female",1090,"5","34"
"1091",10,94,1,"Male",1091,"5","34"
"1092",9,128,1,"Male",1092,"5","34"
"1093",2,99,0,"Female",1093,"5","34"
"1094",4,98,1,"Female",1094,"5","34"
"1095",8,112,20,"Male",1095,"5","34"
"1096",10,111,20,"Female",1096,"5","34"
"1097",2,81,0,"Male",1097,"5","34"
"1098",10,122,20,"Female",1098,"5","34"
"1099",9,122,0,"Male",1099,"5","34"
"1100",7,96,20,"Female",1100,"5","34"
"1101",2,90,20,"Male",1101,"5","34"
"1102",10,98,0,"Male",1102,"5","34"
"1103",10,111,0,"Female",1103,"5","34"
"1104",6,95,0,"Female",1104,"5","34"
"1105",10,110,20,"Female",1105,"5","34"
"1106",10,128,1,"Female",1106,"5","34"
"1107",9,95,0,"Female",1107,"5","34"
"1108",2,96,0,"Male",1108,"5","34"
"1109",10,119,0,"Male",1109,"5","34"
"1110",6,109,1,"Female",1110,"5","34"
"1111",2,80,0,"Female",1111,"5","34"
"1112",10,116,20,"Male",1112,"5","34"
"1113",5,99,0,"Male",1113,"3","35"
"1114",4,98,0,"Female",1114,"3","35"
"1115",7,95,0,"Male",1115,"3","35"
"1116",8,88,20,"Female",1116,"3","35"
"1117",10,103,0,"Male",1117,"3","35"
"1118",4,96,0,"Male",1118,"3","35"
"1119",9,105,0,"Female",1119,"3","35"
"1120",10,107,0,"Female",1120,"3","35"
"1121",2,83,0,"Male",1121,"8","35"
"1122",6,117,31,"Male",1122,"3","35"
"1123",6,99,0,"Male",1123,"3","35"
"1124",4,106,20,"Male",1124,"3","35"
"1125",10,110,20,"Male",1125,"3","35"
"1126",6,88,20,"Female",1126,"3","35"
"1127",4,103,0,"Male",1127,"3","35"
"1128",10,105,0,"Male",1128,"3","35"
"1129",9,103,20,"Female",1129,"3","35"
"1130",2,90,0,"Female",1130,"3","35"
"1131",10,113,0,"Male",1131,"6","35"
"1132",3,74,1,"Female",1132,"3","35"
"1133",7,95,0,"Female",1133,"3","35"
"1134",10,103,0,"Female",1134,"3","35"
"1135",5,95,0,"Male",1135,"9","36"
"1136",4,91,0,"Male",1136,"9","36"
"1137",9,111,31,"Female",1137,"9","36"
"1138",7,108,0,"Female",1138,"9","36"
"1139",10,108,20,"Male",1139,"9","36"
"1140",3,89,0,"Male",1140,"9","36"
"1141",10,104,0,"Female",1141,"9","36"
"1142",1,76,0,"Male",1142,"9","36"
"1143",8,116,0,"Male",1143,"9","36"
"1144",3,106,0,"Female",1144,"1","36"
"1145",7,93,0,"Male",1145,"9","36"
"1146",4,94,20,"Female",1146,"9","36"
"1147",2,79,0,"Male",1147,"9","36"
"1148",2,76,0,"Male",1148,"9","36"
"1149",3,76,0,"Female",1149,"9","36"
"1150",9,107,31,"Male",1150,"1","36"
"1151",5,90,0,"Female",1151,"9","36"
"1152",3,82,0,"Male",1152,"9","36"
"1153",7,91,20,"Male",1153,"9","36"
"1154",2,86,0,"Male",1154,"1","36"
"1155",4,101,0,"Female",1155,"9","36"
"1156",10,105,0,"Male",1156,"9","36"
"1157",3,108,0,"Female",1157,"9","36"
"1158",10,105,31,"Female",1158,"9","36"
"1159",2,90,0,"Female",1159,"9","36"
"1160",4,99,31,"Female",1160,"9","36"
"1161",2,80,0,"Male",1161,"9","36"
"1162",6,100,0,"Male",1162,"9","36"
"1163",2,99,0,"Male",1163,"9","36"
"1164",3,90,0,"Female",1164,"9","36"
"1165",3,98,0,"Male",1165,"9","36"
"1166",10,117,20,"Male",1166,"9","36"
"1167",6,83,0,"Female",1167,"1","36"
"1168",5,82,0,"Male",1168,"9","36"
"1169",8,130,0,"Female",1169,"1","36"
"1170",6,95,31,"Male",1170,"9","36"
"1171",2,73,0,"Male",1171,"9","36"
"1172",5,98,0,"Female",1172,"9","36"
"1173",8,111,0,"Male",1173,"1","37"
"1174",10,140,0,"Male",1174,"1","37"
"1175",10,103,20,"Female",1175,"1","37"
"1176",10,131,20,"Male",1176,"1","37"
"1177",5,92,0,"Male",1177,"9","37"
"1178",9,113,0,"Female",1178,"1","37"
"1179",4,100,0,"Female",1179,"1","37"
"1180",10,130,20,"Male",1180,"1","37"
"1181",6,108,0,"Male",1181,"1","37"
"1182",9,128,20,"Female",1182,"1","37"
"1183",9,122,0,"Female",1183,"1","37"
"1184",10,122,1,"Female",1184,"1","37"
"1185",10,105,20,"Female",1185,"1","37"
"1186",10,105,31,"Male",1186,"1","37"
"1187",9,101,20,"Male",1187,"1","37"
"1188",7,100,0,"Female",1188,"1","37"
"1189",10,106,31,"Male",1189,"1","37"
"1190",7,88,0,"Female",1190,"1","37"
"1191",7,112,0,"Male",1191,"1","37"
"1192",3,82,0,"Male",1192,"1","37"
"1193",8,111,0,"Male",1193,"1","37"
"1194",10,116,0,"Male",1194,"1","37"
"1195",10,122,0,"Male",1195,"1","37"
"1196",2,70,0,"Male",1196,"1","37"
"1197",9,103,0,"Male",1197,"1","37"
"1198",7,100,31,"Male",1198,"1","37"
"1199",10,128,20,"Male",1199,"1","37"
"1200",4,84,0,"Male",1200,"1","37"
"1201",10,107,0,"Male",1201,"1","37"
"1202",7,98,20,"Female",1202,"1","37"
"1203",10,112,20,"Female",1203,"1","37"
"1204",10,109,31,"Male",1204,"1","37"
"1205",10,110,20,"Male",1205,"1","37"
"1206",10,119,20,"Female",1206,"2","38"
"1207",2,92,0,"Male",1207,"2","38"
"1208",10,113,0,"Female",1208,"2","38"
"1209",7,113,0,"Female",1209,"2","38"
"1210",10,118,0,"Male",1210,"2","38"
"1211",5,105,1,"Female",1211,"2","38"
"1212",5,98,31,"Female",1212,"2","38"
"1213",9,105,20,"Male",1213,"2","38"
"1214",10,110,31,"Male",1214,"2","38"
"1215",9,105,0,"Female",1215,"2","38"
"1216",10,128,31,"Female",1216,"2","38"
"1217",2,74,31,"Female",1217,"2","38"
"1218",9,111,31,"Male",1218,"2","38"
"1219",10,110,0,"Male",1219,"2","38"
"1220",7,102,0,"Female",1220,"2","38"
"1221",9,106,20,"Male",1221,"2","38"
"1222",5,85,0,"Male",1222,"2","38"
"1223",2,95,0,"Female",1223,"2","38"
"1224",7,101,20,"Female",1224,"2","38"
"1225",1,70,0,"Female",1225,"2","38"
"1226",9,100,20,"Female",1226,"2","38"
"1227",8,92,0,"Male",1227,"2","38"
"1228",8,99,20,"Male",1228,"2","38"
"1229",3,105,0,"Male",1229,"2","38"
"1230",9,121,0,"Female",1230,"2","38"
"1231",10,107,20,"Female",1231,"2","39"
"1232",7,111,20,"Male",1232,"2","39"
"1233",10,90,0,"Male",1233,"2","39"
"1234",2,70,0,"Male",1234,"2","39"
"1235",5,108,0,"Male",1235,"2","39"
"1236",5,99,0,"Female",1236,"2","39"
"1237",10,122,0,"Male",1237,"2","39"
"1238",6,110,0,"Male",1238,"2","39"
"1239",10,124,0,"Female",1239,"2","39"
"1240",6,98,0,"Female",1240,"2","39"
"1241",10,105,0,"Male",1241,"1","40"
"1242",10,119,0,"Male",1242,"1","40"
"1243",2,90,0,"Female",1243,"1","40"
"1244",4,79,0,"Male",1244,"1","40"
"1245",6,111,0,"Female",1245,"1","40"
"1246",3,88,0,"Male",1246,"1","40"
"1247",6,103,0,"Male",1247,"1","40"
"1248",7,115,0,"Male",1248,"1","40"
"1249",8,107,20,"Female",1249,"1","40"
"1250",3,94,20,"Female",1250,"1","40"
"1251",6,108,0,"Female",1251,"1","40"
"1252",3,82,0,"Male",1252,"1","40"
"1253",1,82,0,"Female",1253,"1","40"
"1254",5,95,0,"Male",1254,"1","40"
"1255",1,93,0,"Male",1255,"1","40"
"1256",5,83,0,"Female",1256,"1","40"
"1257",3,89,0,"Male",1257,"1","40"
"1258",5,93,0,"Female",1258,"1","40"
"1259",1,75,0,"Male",1259,"9","40"
"1260",5,98,0,"Male",1260,"1","40"
"1261",6,105,0,"Male",1261,"1","40"
"1262",2,76,0,"Male",1262,"1","40"
"1263",4,78,0,"Female",1263,"1","40"
"1264",2,77,0,"Male",1264,"1","40"
"1265",3,89,0,"Male",1265,"1","40"
"1266",2,86,0,"Female",1266,"1","40"
"1267",5,98,0,"Male",1267,"1","40"
"1268",2,83,0,"Male",1268,"1","40"
"1269",9,99,0,"Male",1269,"1","40"
"1270",2,91,0,"Male",1270,"1","40"
"1271",8,104,0,"Female",1271,"1","40"
"1272",9,104,0,"Female",1272,"1","40"
"1273",5,93,0,"Female",1273,"1","40"
"1274",3,78,0,"Male",1274,"1","40"
"1275",4,90,0,"Male",1275,"1","40"
"1276",2,92,0,"Male",1276,"1","40"
"1277",4,89,0,"Male",1277,"1","40"
"1278",6,92,0,"Male",1278,"1","40"
"1279",6,111,0,"Female",1279,"1","40"
"1280",3,82,0,"Female",1280,"1","40"
"1281",3,83,0,"Male",1281,"1","40"
"1282",2,81,0,"Male",1282,"1","40"
"1283",3,82,0,"Male",1283,"1","40"
"1284",2,71,0,"Female",1284,"1","40"
"1285",4,100,0,"Male",1285,"1","40"
"1286",4,88,0,"Female",1286,"1","40"
"1287",5,75,20,"Male",1287,"1","40"
"1288",4,98,0,"Male",1288,"7","41"
"1289",10,116,0,"Female",1289,"7","41"
"1290",7,88,31,"Male",1290,"7","41"
"1291",7,113,1,"Male",1291,"7","41"
"1292",4,103,0,"Male",1292,"1","41"
"1293",2,75,0,"Female",1293,"7","41"
"1294",7,110,0,"Female",1294,"7","41"
"1295",7,102,0,"Female",1295,"7","41"
"1296",3,98,0,"Female",1296,"7","41"
"1297",2,93,0,"Male",1297,"7","41"
"1298",9,93,20,"Female",1298,"7","41"
"1299",5,109,0,"Female",1299,"7","41"
