"","SID","ID","GENDER","SOC","ACH_M3","group","ACH_P6","PID"
"554","1","1198","Male","Rich",7,"high",100,"37"
"555","1","1199","Male","Medium",10,"high",128,"37"
"556","1","1201","Male","Poor",10,"high",107,"37"
"557","1","1202","Female","Medium",7,"high",98,"37"
"558","1","1203","Female","Medium",10,"high",112,"37"
"559","1","1204","Male","Rich",10,"high",109,"37"
"560","1","1205","Male","Medium",10,"high",110,"37"
"561","2","1206","Female","Medium",10,"high",119,"38"
"562","2","1208","Female","Poor",10,"high",113,"38"
"563","2","1209","Female","Poor",7,"high",113,"38"
"564","2","1210","Male","Poor",10,"high",118,"38"
"565","2","1213","Male","Medium",9,"high",105,"38"
"566","2","1214","Male","Rich",10,"high",110,"38"
"567","2","1215","Female","Poor",9,"high",105,"38"
"568","2","1216","Female","Rich",10,"high",128,"38"
"569","2","1218","Male","Rich",9,"high",111,"38"
"570","2","1219","Male","Poor",10,"high",110,"38"
"571","2","1220","Female","Poor",7,"high",102,"38"
"572","2","1221","Male","Medium",9,"high",106,"38"
"573","2","1224","Female","Medium",7,"high",101,"38"
"574","2","1226","Female","Medium",9,"high",100,"38"
"575","2","1227","Male","Poor",8,"high",92,"38"
"576","2","1228","Male","Medium",8,"high",99,"38"
"577","2","1230","Female","Poor",9,"high",121,"38"
"578","2","1231","Female","Medium",10,"high",107,"39"
"579","2","1232","Male","Medium",7,"high",111,"39"
"580","2","1233","Male","Poor",10,"high",90,"39"
"581","2","1237","Male","Poor",10,"high",122,"39"
"582","2","1238","Male","Poor",6,"high",110,"39"
"583","2","1239","Female","Poor",10,"high",124,"39"
"584","2","1240","Female","Poor",6,"high",98,"39"
"585","1","1241","Male","Poor",10,"high",105,"40"
"586","1","1242","Male","Poor",10,"high",119,"40"
"587","1","1245","Female","Poor",6,"high",111,"40"
"588","1","1247","Male","Poor",6,"high",103,"40"
"589","1","1248","Male","Poor",7,"high",115,"40"
"590","1","1249","Female","Medium",8,"high",107,"40"
"591","1","1251","Female","Poor",6,"high",108,"40"
"592","1","1261","Male","Poor",6,"high",105,"40"
"593","1","1269","Male","Poor",9,"high",99,"40"
"594","1","1271","Female","Poor",8,"high",104,"40"
"595","1","1272","Female","Poor",9,"high",104,"40"
"596","1","1278","Male","Poor",6,"high",92,"40"
"597","1","1279","Female","Poor",6,"high",111,"40"
"598","7","1289","Female","Poor",10,"high",116,"41"
"599","7","1290","Male","Rich",7,"high",88,"41"
"600","7","1291","Male","Poor",7,"high",113,"41"
"601","7","1294","Female","Poor",7,"high",110,"41"
"602","7","1295","Female","Poor",7,"high",102,"41"
"603","7","1298","Female","Medium",9,"high",93,"41"
"604","7","1302","Female","Poor",10,"high",125,"41"
"605","7","1303","Female","Medium",10,"high",103,"41"
"606","7","1305","Female","Rich",8,"high",105,"41"
"607","1","1313","Female","Medium",7,"high",91,"43"
"608","11","1314","Male","Medium",7,"high",88,"43"
"609","2","1315","Male","Medium",7,"high",94,"44"
"610","2","1317","Female","Medium",9,"high",108,"44"
"611","2","1318","Female","Medium",10,"high",126,"44"
"612","2","1319","Male","Poor",10,"high",116,"45"
"613","2","1320","Male","Poor",9,"high",110,"45"
"614","2","1321","Male","Poor",6,"high",113,"45"
"615","2","1324","Female","Poor",6,"high",107,"45"
"616","2","1327","Female","Poor",9,"high",117,"45"
"617","2","1328","Male","Poor",7,"high",105,"45"
"618","2","1333","Male","Poor",6,"high",103,"45"
"619","2","1334","Female","Poor",10,"high",109,"45"
"620","2","1335","Female","Poor",10,"high",109,"45"
"621","2","1337","Male","Poor",8,"high",107,"45"
"622","1","1339","Female","Rich",6,"high",109,"46"
"623","1","1343","Male","Medium",6,"high",95,"46"
"624","1","1345","Female","Poor",8,"high",98,"46"
"625","2","1347","Female","Medium",6,"high",96,"47"
"626","2","1350","Male","Poor",10,"high",103,"47"
"627","2","1352","Female","Medium",9,"high",107,"47"
"628","2","1353","Female","Poor",7,"high",88,"47"
"629","2","1354","Male","Medium",10,"high",102,"47"
"630","2","1355","Male","Rich",10,"high",136,"47"
"631","2","1356","Female","Poor",7,"high",109,"47"
"632","2","1357","Female","Poor",9,"high",103,"47"
"633","2","1362","Female","Poor",10,"high",116,"47"
"634","2","1363","Male","Poor",10,"high",115,"47"
"635","2","1364","Male","Poor",10,"high",99,"47"
"636","2","1365","Female","Medium",10,"high",110,"47"
"637","2","1367","Female","Medium",7,"high",107,"47"
"638","2","1368","Male","Medium",7,"high",112,"47"
"639","2","1370","Female","Poor",10,"high",100,"47"
"640","2","1372","Male","Poor",6,"high",104,"47"
"641","2","1374","Female","Poor",6,"high",100,"47"
"642","2","1375","Female","Poor",9,"high",98,"47"
"643","2","1376","Male","Rich",10,"high",99,"47"
"644","4","1379","Male","Medium",10,"high",107,"47"
"645","2","1380","Female","Poor",9,"high",100,"47"
"646","2","1382","Female","Poor",7,"high",126,"47"
"647","2","1383","Female","Poor",9,"high",103,"47"
"648","2","1385","Female","Poor",10,"high",101,"47"
"649","2","1386","Female","Poor",6,"high",112,"47"
"650","2","1387","Female","Poor",10,"high",113,"47"
"651","2","1390","Female","Poor",10,"high",102,"47"
"652","4","1391","Female","Poor",10,"high",116,"47"
"653","2","1393","Female","Poor",10,"high",122,"47"
"654","2","1394","Female","Poor",10,"high",109,"47"
"655","2","1395","Female","Rich",6,"high",92,"47"
"656","2","1396","Male","Poor",10,"high",102,"47"
"657","4","1397","Male","Poor",9,"high",105,"47"
"658","2","1398","Female","Poor",7,"high",98,"47"
"659","3","1399","Female","Poor",8,"high",106,"48"
"660","3","1400","Male","Medium",10,"high",109,"48"
"661","3","1402","Female","Poor",10,"high",102,"48"
"662","3","1403","Female","Medium",10,"high",114,"48"
"663","3","1409","Male","Poor",10,"high",105,"48"
"664","3","1411","Female","Poor",10,"high",124,"48"
"665","3","1412","Male","Poor",10,"high",94,"48"
"666","3","1414","Female","Poor",10,"high",109,"48"
"667","3","1415","Male","Poor",8,"high",104,"48"
"668","3","1416","Male","Medium",10,"high",99,"48"
"669","3","1417","Male","Medium",10,"high",124,"48"
"670","3","1418","Male","Poor",9,"high",101,"48"
"671","3","1421","Female","Medium",6,"high",91,"48"
"672","3","1422","Male","Rich",7,"high",104,"48"
"673","2","1424","Female","Rich",10,"high",103,"49"
"674","14","1425","Female","Medium",10,"high",106,"49"
"675","4","1427","Male","Medium",9,"high",90,"49"
"676","4","1429","Male","Medium",8,"high",106,"49"
"677","4","1430","Female","Poor",8,"high",105,"49"
"678","4","1432","Female","Poor",9,"high",94,"49"
"679","4","1433","Female","Rich",8,"high",122,"49"
"680","4","1434","Female","Medium",10,"high",108,"49"
"681","14","1435","Female","Poor",10,"high",88,"49"
"682","4","1436","Male","Poor",9,"high",108,"49"
"683","11","1440","Male","Medium",10,"high",101,"49"
"684","4","1441","Male","Poor",9,"high",91,"49"
"685","4","1442","Female","Medium",9,"high",91,"49"
"686","4","1443","Female","Poor",9,"high",102,"49"
"687","3","1444","Female","Medium",10,"high",112,"49"
"688","4","1449","Female","Rich",6,"high",102,"49"
"689","4","1453","Female","Poor",6,"high",82,"49"
"690","11","1455","Male","Poor",10,"high",103,"50"
"691","3","1456","Female","Poor",7,"high",98,"50"
"692","3","1457","Male","Poor",6,"high",107,"50"
"693","3","1458","Female","Poor",8,"high",105,"50"
"694","3","1467","Male","Poor",10,"high",110,"50"
"695","3","1468","Female","Medium",8,"high",88,"50"
"696","3","1470","Male","Poor",7,"high",95,"50"
"697","3","1472","Female","Poor",7,"high",76,"50"
"698","9","1475","Male","Poor",8,"high",99,"50"
"699","3","1476","Female","Poor",10,"high",102,"50"
"700","4","1477","Male","Poor",10,"high",110,"50"
"701","4","1478","Female","Medium",7,"high",98,"50"
"702","3","1480","Male","Medium",10,"high",110,"50"
"703","4","1482","Male","Medium",10,"high",112,"50"
"704","4","1483","Female","Poor",9,"high",92,"50"
"705","4","1484","Male","Poor",8,"high",103,"50"
"706","1","1488","Female","Poor",9,"high",100,"50"
"707","10","1491","Female","Poor",8,"high",119,"51"
"708","10","1495","Female","Poor",10,"high",112,"51"
"709","10","1497","Male","Poor",8,"high",104,"51"
"710","10","1500","Male","Medium",8,"high",109,"51"
"711","10","1502","Female","Poor",7,"high",96,"51"
"712","11","1505","Female","Medium",10,"high",122,"53"
"713","11","1514","Male","Medium",10,"high",117,"53"
"714","11","1515","Female","Medium",10,"high",114,"53"
"715","11","1516","Female","Medium",9,"high",112,"53"
"716","11","1519","Female","Poor",10,"high",129,"53"
"717","11","1520","Female","Poor",9,"high",98,"53"
"718","11","1521","Male","Medium",10,"high",103,"53"
"719","11","1522","Female","Poor",9,"high",108,"53"
"720","11","1523","Male","Rich",10,"high",122,"53"
"721","11","1524","Male","Medium",10,"high",106,"53"
"722","11","1526","Male","Rich",9,"high",103,"53"
"723","11","1527","Male","Medium",10,"high",110,"53"
"724","12","1530","Male","Medium",9,"high",102,"54"
"725","11","1536","Female","Medium",10,"high",118,"55"
"726","11","1539","Male","Medium",10,"high",102,"55"
"727","11","1541","Female","Poor",8,"high",111,"55"
"728","11","1543","Female","Medium",10,"high",103,"55"
"729","11","1544","Female","Poor",10,"high",106,"55"
"730","11","1546","Male","Poor",7,"high",95,"55"
"731","12","1548","Female","Medium",9,"high",130,"56"
"732","10","1549","Male","Medium",6,"high",103,"57"
"733","10","1552","Female","Poor",10,"high",117,"57"
"734","10","1553","Male","Poor",10,"high",140,"57"
"735","12","1554","Male","Medium",6,"high",111,"57"
"736","10","1555","Male","Poor",7,"high",101,"57"
"737","10","1556","Male","Medium",7,"high",84,"57"
"738","10","1557","Male","Poor",9,"high",103,"57"
"739","12","1558","Male","Medium",6,"high",103,"57"
"740","10","1559","Female","Rich",10,"high",102,"57"
"741","10","1560","Male","Poor",8,"high",104,"57"
"742","10","1564","Male","Medium",10,"high",107,"57"
"743","10","1565","Male","Medium",10,"high",107,"57"
"744","10","1566","Female","Poor",6,"high",101,"57"
"745","10","1567","Male","Poor",10,"high",102,"57"
"746","10","1570","Male","Medium",10,"high",85,"57"
"747","10","1573","Female","Poor",10,"high",119,"57"
"748","10","1574","Female","Poor",7,"high",100,"57"
"749","11","1577","Female","Medium",10,"high",111,"58"
"750","12","1579","Female","Poor",10,"high",120,"58"
"751","11","1580","Male","Medium",9,"high",104,"58"
"752","11","1581","Female","Poor",10,"high",120,"58"
"753","11","1582","Female","Poor",9,"high",108,"58"
"754","11","1583","Female","Poor",7,"high",100,"58"
"755","11","1584","Female","Poor",10,"high",118,"58"
"756","11","1586","Female","Rich",7,"high",98,"58"
"757","11","1587","Female","Poor",10,"high",117,"58"
"758","11","1589","Female","Poor",10,"high",121,"59"
"759","11","1590","Female","Poor",9,"high",110,"59"
"760","11","1591","Female","Medium",10,"high",122,"59"
"761","10","1594","Male","Medium",8,"high",95,"60"
"762","11","1598","Male","Poor",7,"high",102,"61"
"763","11","1599","Male","Poor",8,"high",111,"61"
"764","11","1600","Male","Poor",7,"high",95,"61"
"765","11","1602","Male","Poor",10,"high",106,"61"
"766","11","1603","Female","Medium",9,"high",100,"61"
"767","11","1604","Male","Poor",10,"high",127,"61"
"768","11","1607","Female","Medium",10,"high",118,"61"
"769","11","1610","Female","Poor",10,"high",102,"61"
"770","11","1611","Female","Poor",7,"high",94,"61"
"771","11","1612","Male","Poor",8,"high",96,"61"
"772","11","1613","Female","Medium",10,"high",96,"61"
"773","11","1614","Female","Medium",9,"high",102,"61"
"774","11","1617","Female","Poor",6,"high",105,"61"
"775","11","1618","Male","Rich",10,"high",113,"61"
"776","11","1619","Female","Medium",10,"high",111,"61"
"777","11","1620","Male","Poor",6,"high",103,"61"
"778","11","1621","Female","Medium",10,"high",109,"61"
"779","11","1622","Male","Medium",8,"high",102,"61"
"780","11","1623","Female","Poor",7,"high",104,"61"
"781","11","1624","Male","Poor",7,"high",100,"61"
"782","11","1625","Female","Medium",8,"high",94,"61"
"783","11","1627","Male","Medium",10,"high",100,"61"
"784","11","1628","Male","Medium",9,"high",95,"61"
"785","11","1629","Female","Poor",10,"high",113,"61"
"786","11","1631","Male","Medium",10,"high",114,"61"
"787","11","1632","Female","Medium",10,"high",110,"61"
"788","11","1633","Female","Poor",10,"high",118,"61"
"789","11","1634","Male","Medium",10,"high",109,"61"
"790","11","1635","Male","Medium",9,"high",107,"61"
"791","11","1637","Female","Medium",10,"high",111,"61"
"792","11","1640","Female","Poor",10,"high",103,"61"
"793","11","1641","Female","Poor",10,"high",116,"61"
"794","11","1644","Female","Poor",8,"high",103,"61"
"795","11","1645","Female","Medium",10,"high",117,"61"
"796","11","1646","Female","Poor",8,"high",103,"61"
"797","11","1647","Male","Poor",9,"high",105,"61"
"798","11","1650","Female","Poor",10,"high",93,"61"
"799","11","1652","Female","Medium",10,"high",111,"61"
"800","11","1654","Male","Medium",9,"high",108,"61"
"801","11","1655","Male","Medium",9,"high",101,"61"
"802","11","1656","Male","Medium",8,"high",101,"61"
"803","11","1659","Male","Medium",10,"high",108,"61"
"804","11","1660","Female","Rich",6,"high",104,"61"
"805","11","1661","Male","Poor",9,"high",100,"61"
"806","11","1662","Male","Rich",10,"high",113,"61"
"807","11","1663","Male","Poor",10,"high",104,"61"
"808","11","1664","Female","Poor",7,"high",113,"61"
"809","11","1666","Female","Poor",10,"high",102,"61"
"810","11","1667","Female","Poor",10,"high",114,"61"
"811","11","1669","Male","Medium",10,"high",105,"61"
"812","11","1672","Male","Poor",6,"high",94,"62"
"813","11","1674","Male","Medium",10,"high",108,"62"
"814","11","1678","Female","Poor",9,"high",133,"63"
"815","11","1680","Male","Poor",10,"high",111,"63"
"816","11","1681","Female","Poor",10,"high",120,"63"
"817","11","1682","Female","Rich",10,"high",100,"64"
"818","12","1683","Male","Poor",10,"high",98,"65"
"819","12","1685","Male","Poor",8,"high",80,"65"
"820","12","1686","Female","Medium",8,"high",96,"65"
"821","11","1690","Female","Medium",10,"high",129,"66"
"822","11","1691","Female","Medium",9,"high",110,"66"
"823","11","1692","Male","Medium",8,"high",118,"66"
"824","11","1693","Male","Rich",10,"high",103,"66"
"825","11","1694","Female","Poor",10,"high",126,"66"
"826","11","1695","Male","Medium",10,"high",104,"66"
"827","11","1698","Female","Medium",10,"high",129,"66"
"828","11","1699","Female","Poor",9,"high",121,"66"
"829","11","1700","Female","Poor",10,"high",110,"66"
"830","11","1703","Female","Rich",10,"high",126,"67"
"831","11","1704","Female","Medium",10,"high",123,"67"
"832","11","1705","Female","Poor",9,"high",111,"67"
"833","11","1708","Female","Poor",6,"high",102,"67"
"834","11","1709","Female","Poor",9,"high",103,"67"
"835","11","1710","Male","Poor",10,"high",117,"67"
"836","11","1711","Female","Poor",9,"high",90,"67"
"837","11","1712","Female","Poor",10,"high",106,"67"
"838","12","1714","Female","Rich",9,"high",109,"69"
"839","12","1722","Female","Poor",10,"high",134,"70"
"840","12","1724","Female","Poor",8,"high",98,"70"
"841","12","1725","Male","Medium",10,"high",127,"70"
"842","11","1727","Male","Medium",10,"high",102,"70"
"843","12","1728","Female","Medium",6,"high",96,"70"
"844","11","1729","Male","Poor",8,"high",110,"70"
"845","11","1730","Female","Poor",7,"high",111,"71"
"846","11","1741","Male","Poor",7,"high",106,"71"
"847","11","1743","Female","Medium",6,"high",105,"71"
"848","12","1744","Female","Poor",10,"high",92,"72"
"849","12","1745","Male","Medium",6,"high",91,"72"
"850","12","1747","Male","Medium",10,"high",118,"72"
"851","12","1749","Female","Poor",7,"high",105,"72"
"852","1","1751","Female","Poor",7,"high",107,"73"
"853","1","1752","Female","Poor",9,"high",113,"73"
"854","1","1753","Female","Poor",10,"high",134,"73"
"855","10","1754","Male","Poor",7,"high",113,"73"
"856","1","1755","Female","Poor",7,"high",111,"73"
"857","1","1756","Male","Poor",9,"high",111,"73"
"858","11","1760","Female","Poor",10,"high",114,"74"
"859","11","1761","Male","Medium",10,"high",121,"74"
"860","11","1762","Female","Rich",7,"high",107,"75"
"861","11","1763","Male","Medium",10,"high",107,"75"
"862","12","1770","Male","Poor",8,"high",110,"76"
"863","12","1774","Male","Poor",7,"high",105,"76"
"864","12","1775","Female","Medium",9,"high",96,"76"
"865","12","1776","Male","Poor",7,"high",106,"76"
"866","12","1778","Female","Medium",9,"high",100,"76"
"867","1","1779","Male","Medium",9,"high",98,"77"
"868","10","1780","Male","Medium",8,"high",113,"77"
"869","1","1781","Female","Medium",10,"high",122,"77"
"870","9","1783","Male","Poor",8,"high",103,"77"
"871","9","1785","Female","Poor",9,"high",126,"77"
"872","9","1788","Female","Poor",9,"high",110,"77"
"873","9","1791","Female","Poor",10,"high",108,"77"
"874","9","1793","Female","Poor",8,"high",106,"77"
"875","9","1794","Female","Poor",10,"high",114,"77"
"876","1","1795","Female","Medium",6,"high",109,"77"
"877","12","1797","Female","Poor",10,"high",113,"78"
"878","12","1799","Female","Poor",9,"high",103,"78"
"879","12","1800","Female","Poor",9,"high",114,"78"
"880","12","1801","Female","Poor",8,"high",103,"78"
"881","12","1802","Male","Medium",10,"high",108,"78"
"882","12","1803","Female","Poor",7,"high",105,"78"
"883","12","1805","Female","Poor",9,"high",109,"78"
"884","12","1808","Male","Poor",10,"high",95,"78"
"885","12","1809","Male","Medium",10,"high",124,"78"
"886","12","1810","Female","Medium",9,"high",102,"78"
"887","12","1811","Female","Rich",8,"high",96,"78"
"888","12","1814","Female","Poor",10,"high",109,"78"
"889","12","1815","Female","Poor",10,"high",120,"78"
"890","12","1817","Male","Medium",6,"high",107,"78"
"891","12","1818","Female","Medium",7,"high",106,"78"
"892","12","1820","Female","Medium",10,"high",117,"78"
"893","12","1821","Male","Medium",10,"high",91,"78"
"894","12","1822","Female","Poor",9,"high",110,"78"
"895","12","1823","Male","Rich",9,"high",117,"78"
"896","11","1826","Female","Poor",10,"high",108,"79"
"897","11","1828","Male","Poor",10,"high",107,"79"
"898","11","1834","Male","Poor",8,"high",108,"79"
"899","11","1837","Female","Poor",6,"high",102,"79"
"900","11","1838","Female","Medium",10,"high",110,"79"
"901","11","1839","Female","Medium",10,"high",115,"79"
"902","11","1847","Male","Poor",8,"high",119,"81"
"903","10","1849","Male","Poor",9,"high",104,"82"
"904","10","1852","Female","Medium",10,"high",99,"82"
"905","10","1855","Female","Poor",8,"high",111,"82"
"906","10","1857","Female","Medium",8,"high",94,"82"
"907","10","1862","Male","Medium",10,"high",134,"82"
"908","10","1863","Female","Poor",8,"high",105,"82"
"909","10","1864","Male","Poor",8,"high",110,"82"
"910","10","1867","Female","Poor",10,"high",106,"82"
"911","10","1869","Female","Poor",10,"high",96,"82"
"912","10","1870","Female","Medium",7,"high",119,"82"
"913","12","1872","Male","Medium",8,"high",106,"83"
"914","11","1874","Male","Poor",8,"high",93,"84"
"915","12","1877","Male","Poor",8,"high",108,"85"
"916","12","1878","Female","Poor",10,"high",113,"85"
"917","12","1879","Female","Rich",9,"high",101,"85"
"918","12","1881","Male","Poor",10,"high",114,"85"
"919","12","1882","Female","Poor",10,"high",118,"85"
"920","12","1883","Male","Medium",10,"high",96,"85"
"921","12","1887","Female","Poor",7,"high",105,"85"
"922","12","1888","Male","Rich",7,"high",105,"85"
"923","12","1889","Male","Medium",8,"high",98,"85"
"924","12","1891","Female","Poor",10,"high",106,"85"
"925","12","1892","Female","Poor",10,"high",125,"85"
"926","12","1893","Female","Poor",10,"high",101,"85"
"927","12","1894","Male","Rich",10,"high",123,"85"
"928","12","1895","Male","Medium",9,"high",108,"85"
"929","5","1896","Female","Poor",10,"high",140,"85"
"930","12","1898","Female","Poor",10,"high",102,"85"
"931","12","1899","Male","Medium",7,"high",102,"85"
"932","12","1900","Male","Poor",10,"high",140,"85"
"933","12","1901","Male","Rich",10,"high",105,"85"
"934","12","1904","Female","Rich",10,"high",130,"85"
"935","12","1905","Male","Poor",10,"high",112,"85"
"936","12","1906","Female","Medium",8,"high",92,"85"
"937","12","1909","Male","Medium",9,"high",108,"85"
"938","12","1910","Male","Poor",10,"high",105,"85"
"939","12","1912","Female","Medium",8,"high",105,"86"
"940","12","1913","Female","Poor",10,"high",125,"86"
"941","12","1915","Female","Medium",9,"high",98,"86"
"942","12","1916","Male","Poor",10,"high",127,"86"
"943","12","1918","Male","Poor",10,"high",118,"87"
"944","12","1920","Male","Poor",10,"high",131,"87"
"945","12","1922","Female","Poor",7,"high",86,"87"
"946","12","1924","Female","Medium",10,"high",125,"87"
"947","12","1927","Female","Poor",10,"high",119,"87"
"948","12","1928","Female","Poor",8,"high",106,"87"
"949","12","1929","Female","Poor",10,"high",133,"87"
"950","12","1931","Female","Poor",10,"high",112,"87"
"951","12","1932","Male","Poor",6,"high",96,"87"
"952","12","1933","Female","Medium",9,"high",107,"87"
"953","12","1934","Female","Poor",10,"high",88,"87"
"954","12","1937","Male","Poor",8,"high",95,"87"
"955","12","1938","Male","Poor",8,"high",125,"87"
"956","12","1941","Female","Medium",9,"high",99,"87"
"957","12","1942","Female","Poor",9,"high",99,"87"
"958","12","1943","Male","Medium",8,"high",84,"87"
"959","12","1945","Male","Poor",8,"high",110,"87"
"960","12","1946","Female","Poor",9,"high",120,"87"
"961","12","1949","Female","Rich",6,"high",99,"87"
"962","12","1953","Male","Medium",10,"high",113,"87"
"963","12","1954","Female","Poor",8,"high",107,"87"
"964","12","1956","Male","Medium",8,"high",85,"87"
"965","12","1957","Male","Poor",10,"high",122,"87"
"966","12","1960","Male","Medium",10,"high",120,"87"
"967","12","1965","Male","Medium",9,"high",114,"87"
"968","12","1968","Male","Poor",10,"high",112,"87"
"969","12","1970","Female","Poor",10,"high",106,"88"
"970","12","1972","Male","Medium",10,"high",103,"88"
"971","12","1973","Male","Poor",9,"high",112,"88"
"972","12","1974","Female","Medium",10,"high",121,"88"
"973","12","1975","Female","Poor",10,"high",108,"88"
"974","12","1976","Female","Medium",10,"high",111,"88"
"975","12","1977","Female","Medium",10,"high",112,"88"
"976","12","1978","Female","Medium",10,"high",110,"88"
"977","12","1979","Male","Poor",9,"high",119,"88"
"978","12","1980","Male","Poor",7,"high",95,"88"
"979","12","1981","Male","Poor",6,"high",99,"88"
"980","12","1982","Male","Poor",10,"high",124,"88"
"981","12","1983","Female","Medium",10,"high",117,"88"
"982","12","1984","Female","Poor",10,"high",125,"88"
"983","12","1985","Female","Medium",10,"high",133,"88"
"984","12","1986","Female","Poor",10,"high",119,"88"
"985","12","1987","Male","Medium",9,"high",78,"88"
"986","12","1988","Male","Poor",10,"high",121,"88"
"987","12","1989","Female","Poor",10,"high",126,"88"
"988","12","1990","Male","Medium",9,"high",103,"88"
"989","12","1991","Female","Medium",10,"high",103,"88"
"990","12","1993","Female","Rich",9,"high",106,"88"
"991","12","1994","Female","Poor",10,"high",113,"88"
"992","12","1996","Female","Poor",7,"high",93,"88"
"993","12","1997","Male","Medium",10,"high",114,"88"
"994","12","2007","Female","Poor",10,"high",117,"90"
"995","12","2009","Female","Poor",10,"high",108,"90"
"996","12","2010","Female","Poor",10,"high",118,"90"
"997","12","2012","Female","Poor",10,"high",101,"90"
"998","10","2018","Female","Poor",10,"high",106,"92"
"999","10","2019","Female","Poor",9,"high",109,"92"
"1000","10","2024","Female","Poor",7,"high",99,"92"
"1001","10","2027","Male","Poor",10,"high",130,"92"
"1002","10","2028","Female","Medium",10,"high",123,"92"
"1003","12","2032","Male","Poor",10,"high",111,"93"
"1004","12","2034","Female","Medium",10,"high",116,"93"
"1005","12","2035","Female","Rich",10,"high",130,"93"
"1006","12","2038","Male","Medium",9,"high",94,"93"
"1007","12","2040","Male","Poor",10,"high",112,"93"
"1008","12","2046","Male","Medium",10,"high",103,"93"
"1009","12","2050","Female","Rich",10,"high",118,"93"
"1010","12","2051","Female","Poor",8,"high",99,"93"
"1011","12","2052","Female","Poor",10,"high",136,"93"
"1012","12","2053","Male","Medium",10,"high",129,"93"
"1013","12","2058","Male","Poor",7,"high",93,"93"
"1014","12","2059","Male","Medium",10,"high",106,"93"
"1015","12","2061","Male","Rich",10,"high",123,"93"
"1016","12","2062","Female","Poor",7,"high",106,"93"
"1017","12","2063","Female","Medium",10,"high",128,"93"
"1018","12","2065","Male","Poor",10,"high",105,"94"
"1019","12","2067","Female","Poor",8,"high",103,"94"
"1020","12","2068","Female","Medium",10,"high",117,"94"
"1021","12","2069","Male","Poor",6,"high",104,"94"
"1022","11","2070","Female","Poor",10,"high",121,"94"
"1023","12","2071","Female","Medium",6,"high",93,"94"
"1024","12","2072","Male","Medium",10,"high",101,"94"
"1025","12","2075","Female","Poor",7,"high",96,"94"
"1026","12","2076","Female","Poor",10,"high",115,"94"
"1027","12","2077","Female","Poor",10,"high",109,"94"
"1028","17","2079","Male","Medium",7,"high",108,"95"
"1029","17","2080","Male","Medium",7,"high",107,"95"
"1030","17","2081","Female","Poor",7,"high",110,"95"
"1031","17","2082","Female","Medium",10,"high",110,"95"
"1032","17","2083","Female","Poor",6,"high",92,"95"
"1033","17","2085","Female","Medium",10,"high",103,"95"
"1034","17","2086","Female","Poor",9,"high",112,"95"
"1035","18","2087","Male","Poor",8,"high",110,"96"
"1036","18","2088","Male","Poor",7,"high",111,"96"
"1037","18","2089","Female","Poor",6,"high",119,"96"
"1038","18","2090","Female","Poor",6,"high",99,"96"
"1039","18","2092","Female","Poor",8,"high",101,"96"
"1040","18","2097","Female","Medium",9,"high",101,"96"
"1041","18","2098","Female","Poor",6,"high",112,"96"
"1042","18","2100","Female","Poor",10,"high",115,"96"
"1043","18","2103","Male","Poor",8,"high",102,"96"
"1044","18","2114","Female","Poor",7,"high",110,"96"
"1045","18","2122","Male","Poor",6,"high",104,"96"
"1046","19","2134","Male","Poor",10,"high",94,"98"
"1047","18","2142","Male","Poor",9,"high",107,"98"
"1048","18","2143","Male","Poor",10,"high",119,"98"
"1049","18","2144","Male","Medium",10,"high",105,"98"
"1050","18","2150","Male","Poor",9,"high",95,"98"
"1051","19","2153","Male","Poor",6,"high",83,"98"
"1052","14","2155","Female","Poor",10,"high",111,"99"
"1053","14","2157","Female","Medium",9,"high",110,"99"
"1054","14","2158","Female","Medium",10,"high",128,"99"
"1055","14","2159","Female","Poor",7,"high",106,"99"
"1056","14","2161","Male","Medium",10,"high",118,"99"
"1057","14","2162","Male","Poor",8,"high",106,"99"
"1058","14","2163","Female","Medium",7,"high",107,"99"
"1059","14","2164","Female","Medium",10,"high",91,"99"
"1060","14","2165","Male","Medium",10,"high",105,"99"
"1061","14","2166","Male","Medium",10,"high",117,"99"
"1062","14","2167","Female","Poor",10,"high",119,"99"
"1063","14","2168","Female","Medium",6,"high",85,"99"
"1064","18","2170","Female","Poor",6,"high",105,"99"
"1065","14","2171","Male","Poor",6,"high",118,"99"
"1066","14","2172","Male","Poor",10,"high",130,"99"
"1067","14","2173","Male","Poor",10,"high",104,"99"
"1068","14","2174","Female","Rich",10,"high",112,"99"
"1069","14","2175","Male","Medium",9,"high",108,"99"
"1070","14","2176","Male","Poor",10,"high",116,"99"
"1071","18","2180","Female","Poor",7,"high",122,"100"
"1072","18","2184","Male","Poor",8,"high",126,"100"
"1073","18","2186","Female","Poor",6,"high",102,"100"
"1074","18","2187","Male","Poor",10,"high",109,"100"
"1075","18","2188","Female","Poor",9,"high",116,"100"
"1076","18","2193","Male","Poor",7,"high",88,"100"
"1077","18","2196","Female","Poor",6,"high",107,"100"
"1078","18","2198","Male","Poor",6,"high",86,"100"
"1079","18","2205","Male","Medium",10,"high",107,"100"
"1080","18","2212","Male","Poor",8,"high",106,"100"
"1081","18","2214","Female","Poor",6,"high",110,"100"
"1082","18","2220","Male","Poor",9,"high",89,"100"
"1083","18","2230","Male","Poor",7,"high",90,"101"
"1084","18","2235","Female","Rich",8,"high",101,"101"
"1085","15","2237","Male","Medium",10,"high",102,"101"
"1086","18","2238","Female","Poor",7,"high",96,"101"
